iter	Passed	Remaining
718	51483	20120
719	51546	20045
720	51610	19971
721	51668	19894
722	51727	19818
723	51786	19741
724	51845	19665
725	51907	19590
726	51964	19513
727	52023	19437
728	52082	19361
729	52144	19286
730	52205	19211
731	52266	19135
732	52323	19059
733	52380	18982
734	52441	18907
735	52505	18833
736	52573	18761
737	52641	18688
738	52706	18614
739	52768	18540
740	52836	18467
741	52895	18392
742	52959	18318
743	53018	18243
744	53076	18167
745	53138	18092
746	53199	18017
747	53263	17944
748	53322	17869
749	53381	17793
750	53446	17720
751	53507	17645
752	53579	17575
753	53640	17500
754	53712	17429
755	53775	17356
756	53843	17283
757	53918	17213
758	53981	17140
759	54039	17065
760	54101	16991
761	54161	16916
762	54223	16842
763	54288	16769
764	54348	16695
765	54406	16620
766	54467	16546
767	54528	16472
768	54591	16398
769	54651	16324
770	54711	16250
771	54768	16175
772	54826	16100
773	54885	16025
774	54949	15953
775	55010	15879
776	55068	15804
777	55125	15729
778	55184	15655
779	55245	15581
780	55318	15511
781	55377	15437
782	55435	15363
783	55492	15288
784	55552	15214
785	55612	15141
786	55673	15067
787	55731	14993
788	55790	14919
789	55850	14846
790	55911	14773
791	55972	14699
792	56034	14626
793	56097	14554
794	56154	14480
795	56215	14406
796	56273	14333
797	56333	14259
798	56393	14186
799	56452	14113
800	56511	14039
801	56576	13967
802	56637	13894
803	56695	13821
804	56753	13747
805	56811	13674
806	56874	13601
807	56936	13529
808	56997	13456
809	57061	13384
810	57124	13312
811	57179	13238
812	57238	13165
813	57298	13092
814	57360	13020
815	57419	12947
816	57490	12877
817	57549	12804
818	57609	12731
819	57672	12659
820	57731	12587
821	57795	12515
822	57865	12445
823	57934	12374
824	58019	12307
825	58094	12237
826	58169	12168
827	58234	12096
828	58292	12024
829	58355	11952
830	58415	11880
831	58478	11808
832	58542	11736
833	58618	11667
834	58684	11596
835	58747	11524
836	58814	11453
837	58899	11386
838	58966	11315
839	59024	11242
840	59081	11169
841	59142	11097
842	59203	11026
843	59263	10953
844	59321	10881
845	59382	10809
846	59450	10739
847	59534	10671
848	59599	10600
849	59658	10527
850	59718	10455
851	59780	10384
852	59843	10313
853	59904	10241
854	59964	10169
855	60027	10098
856	60089	10026
857	60150	9955
858	60211	9883
859	60270	9811
860	60343	9741
861	60401	9669
862	60465	9598
863	60526	9527
864	60587	9455
865	60650	9384
866	60714	9313
867	60773	9242
868	60837	9171
869	60898	9099
870	60954	9027
871	61014	8956
872	61072	8884
873	61131	8813
874	61195	8742
875	61257	8671
876	61319	8600
877	61379	8528
878	61437	8457
879	61496	8385
880	61556	8314
881	61618	8243
882	61679	8172
883	61744	8102
884	61801	8030
885	61860	7959
886	61920	7888
887	61994	7819
888	62055	7748
889	62132	7679
890	62192	7608
891	62252	7537
892	62316	7466
893	62376	7395
894	62437	7325
895	62499	7254
896	62562	7183
897	62624	7113
898	62690	7043
899	62754	6972
900	62819	6902
901	62885	6832
902	62951	6762
903	63020	6692
904	63088	6622
905	63157	6552
906	63230	6483
907	63297	6413
908	63362	6343
909	63426	6272
910	63491	6202
911	63553	6132
912	63615	6061
913	63690	5992
914	63760	5923
915	63831	5853
916	63902	5783
917	63962	5713
918	64024	5643
919	64087	5572
920	64153	5502
921	64217	5432
922	64283	5362
923	64347	5292
924	64413	5222
925	64479	5152
926	64541	5082
927	64608	5012
928	64674	4942
929	64736	4872
930	64801	4802
931	64865	4732
932	64929	4662
933	64993	4592
934	65053	4522
935	65118	4452
936	65195	4383
937	65255	4313
938	65319	4243
939	65388	4173
940	65446	4103
941	65507	4033
942	65567	3963
943	65632	3893
944	65693	3823
945	65755	3753
946	65817	3683
947	65880	3613
948	65944	3543
949	66007	3474
950	66070	3404
951	66144	3335
952	66208	3265
953	66274	3195
954	66339	3125
955	66401	3056
956	66463	2986
957	66538	2917
958	66602	2847
959	66668	2777
960	66731	2708
961	66795	2638
962	66861	2568
963	66926	2499
964	66994	2429
965	67057	2360
966	67122	2290
967	67187	2221
968	67253	2151
969	67313	2081
970	67375	2012
971	67444	1942
972	67515	1873
973	67586	1804
974	67665	1735
975	67734	1665
976	67803	1596
977	67866	1526
978	67939	1457
979	68003	1387
980	68069	1318
981	68138	1248
982	68203	1179
983	68267	1110
984	68339	1040
985	68404	971
986	68474	901
987	68540	832
988	68609	763
989	68679	693
990	68745	624
991	68813	554
992	68880	485
993	68944	416
994	69011	346
995	69099	277
996	69167	208
997	69235	138
998	69303	69
999	69371	0
