iter	MultiClass
501	0.04256146196
502	0.04253226466
503	0.04246205069
504	0.04238608857
505	0.04214641607
506	0.04202823926
507	0.04188486468
508	0.04178120784
509	0.04176029409
510	0.04170104422
511	0.04164948149
512	0.04147563003
513	0.0414339494
514	0.0413451646
515	0.04114529831
516	0.04102705096
517	0.04089817283
518	0.04085654091
519	0.04082985362
520	0.040671479
521	0.04047938358
522	0.04035143205
523	0.04029228282
524	0.04016678885
525	0.04008926385
526	0.04005058773
527	0.03998978177
528	0.03993649856
529	0.03983404265
530	0.03979524706
531	0.03943813815
532	0.03938245638
533	0.03928613654
534	0.03917024334
535	0.03916245593
536	0.03908693351
537	0.03906660603
538	0.03896114641
539	0.03890863433
540	0.03887482126
541	0.03880483573
542	0.03879478634
543	0.03868525564
544	0.03865600304
545	0.03854869545
546	0.03845918001
547	0.03836059967
548	0.03829089484
549	0.03817389176
550	0.03813014733
551	0.03805682436
552	0.03795583178
553	0.03777601599
554	0.03768554614
555	0.0375781179
556	0.03748598875
557	0.03740084115
558	0.03733320962
559	0.03717550188
560	0.03697799408
561	0.036876007
562	0.0367856159
563	0.03670079628
564	0.0365905795
565	0.03657326155
566	0.03649010519
567	0.03635881657
568	0.03629019948
569	0.03618959341
570	0.03618309971
571	0.03616157578
572	0.03601920757
573	0.03597755168
574	0.03586006089
575	0.03571205505
576	0.0356336432
577	0.03546719134
578	0.03536573538
579	0.03532576312
580	0.0352146347
581	0.03517404506
582	0.03510854717
583	0.03508904112
584	0.03504477296
585	0.03492624632
586	0.03491291273
587	0.03481557785
588	0.03473905598
589	0.0346707163
590	0.03463514707
591	0.03457143299
592	0.03456667018
593	0.03453749911
594	0.034456436
595	0.0343960169
596	0.03431069334
597	0.03423381835
598	0.03418273296
599	0.0340976347
600	0.03403478292
601	0.03398304487
602	0.03394521245
603	0.03384954829
604	0.03382886444
605	0.03381666614
606	0.03375697073
607	0.03374026089
608	0.03354002417
609	0.03349332545
610	0.03344412528
611	0.033353128
612	0.03322012863
613	0.0331424136
614	0.03299312031
615	0.03289556118
616	0.03277549655
617	0.03263194241
618	0.03258538316
619	0.0325703094
620	0.03251473735
621	0.03246980602
622	0.03243209672
623	0.03236346356
624	0.03230878891
625	0.03220569675
626	0.03211692071
627	0.03203026908
628	0.0319807713
629	0.03179199961
630	0.03170283426
631	0.03162175435
632	0.03158910124
633	0.03156457854
634	0.03150731454
635	0.03147279426
636	0.03142842338
637	0.03139211544
638	0.0313252989
639	0.03128203251
640	0.0312075306
641	0.03115942675
642	0.03111533144
643	0.03108026691
644	0.03102533007
645	0.0309617806
646	0.03091514349
647	0.03081697115
648	0.03074622511
649	0.03055118339
650	0.03054238996
651	0.03046685181
652	0.0304388489
653	0.03035288967
654	0.03031200606
655	0.03023684023
656	0.03019692934
657	0.03006060244
658	0.03002926618
659	0.02999753801
660	0.02994898738
661	0.02987634392
662	0.0298472253
663	0.0298373103
664	0.02982016802
665	0.02977946901
666	0.02969755811
667	0.02954769407
668	0.02949989424
669	0.02946701566
670	0.02945288724
671	0.02928712504
672	0.02926635874
673	0.02920176127
674	0.02915659042
675	0.02911520615
676	0.02905226826
677	0.02892676016
678	0.02891150342
679	0.02885469925
680	0.02882859161
681	0.02877050648
682	0.02869239546
683	0.02863444342
684	0.02860310731
685	0.02854320065
686	0.02847436233
687	0.02846654433
688	0.02844252282
689	0.02842703304
690	0.02828181896
691	0.02825962877
692	0.02819049179
693	0.02810647187
694	0.02807331579
695	0.02805864232
696	0.02803782348
697	0.02802582367
698	0.02795268776
699	0.02790810711
700	0.02786521807
701	0.02784157466
702	0.02782397599
703	0.02778861204
704	0.02773943696
705	0.0276775329
706	0.02755554223
707	0.02746150131
708	0.0274409127
709	0.02739525783
710	0.0273643336
711	0.02728067669
712	0.02721443892
713	0.02718204138
714	0.02717094448
715	0.02707245093
716	0.02701574862
717	0.02691776874
718	0.02690189268
719	0.02687720982
720	0.02684150633
721	0.02682574919
722	0.02679017685
723	0.0267782115
724	0.02674041907
725	0.02671105784
726	0.0266892227
727	0.02666330256
728	0.0265261558
729	0.02643156881
730	0.02638417065
731	0.02634150306
732	0.026293967
733	0.02627609919
734	0.02622723557
735	0.02619516418
736	0.02616187092
737	0.02615583091
738	0.02615171577
739	0.02609824046
740	0.02603737425
741	0.02598093555
742	0.02595195656
743	0.02589226692
744	0.02570143782
745	0.02568328843
746	0.02566335873
747	0.02559927335
748	0.02557237399
749	0.02553161276
750	0.02552694466
751	0.02552079804
752	0.02547552649
753	0.0254280689
754	0.02541165062
755	0.02538945988
756	0.02532619311
757	0.0252735666
758	0.02522260992
759	0.02519011497
760	0.02513104042
761	0.02508160697
762	0.02493627901
763	0.02489764056
764	0.02487207745
765	0.02485532217
766	0.02473763087
767	0.02472537255
768	0.02465949926
769	0.02460336937
770	0.02456008111
771	0.02455037327
772	0.02453363714
773	0.0245064478
774	0.02446556406
775	0.0244080449
776	0.02440273002
777	0.02438823237
778	0.02435805528
779	0.02431288329
780	0.02426990341
781	0.02421399278
782	0.02418802622
783	0.02416916951
784	0.02412139275
785	0.02409395894
786	0.02405488333
787	0.02403806237
788	0.02400823672
789	0.02399460643
790	0.02394138503
791	0.02389889677
792	0.02389336305
793	0.02387465124
794	0.02384163492
795	0.02381145026
796	0.02380801596
797	0.0237552987
798	0.02359982564
799	0.02357133945
800	0.02355656935
801	0.02353429365
802	0.02349288543
803	0.02348116608
804	0.02344560638
805	0.02338612159
806	0.02333360101
807	0.02331046565
808	0.0232375451
809	0.02323096677
810	0.02320778779
811	0.02320081493
812	0.02317072785
813	0.02312074369
814	0.02311299699
815	0.02310112081
816	0.02298894703
817	0.02296292203
818	0.022891966
819	0.02286766116
820	0.02285422896
821	0.02282379247
822	0.0228135789
823	0.02276401884
824	0.02275581105
825	0.02273999115
826	0.02271378337
827	0.02269433279
828	0.02266996702
829	0.02255343196
830	0.02253710197
831	0.02251283836
832	0.02249423425
833	0.02242901376
834	0.02241166096
835	0.02234488804
836	0.02219307261
837	0.02215201512
838	0.02213057583
839	0.02211667243
840	0.02211042154
841	0.02207694391
842	0.02205508954
843	0.02202666379
844	0.02202069851
845	0.022016217
846	0.02199570811
847	0.0219747697
848	0.02196301265
849	0.02193252437
850	0.02186969133
851	0.02183600501
852	0.02183331557
853	0.02170929536
854	0.02167785675
855	0.02165969902
856	0.02162537077
857	0.02161153491
858	0.02158677
859	0.02156922903
860	0.02154619881
861	0.02145211574
862	0.02143581801
863	0.02133664782
864	0.02130903185
865	0.02125224932
866	0.02123899864
867	0.02122697144
868	0.02114112691
869	0.02113240237
870	0.02112027533
871	0.02108678026
872	0.02104255645
873	0.02100237503
874	0.02097114154
875	0.02093671079
876	0.02091575778
877	0.02090018128
878	0.02087442243
879	0.02084236075
880	0.02080935342
881	0.02078487096
882	0.02077190488
883	0.02075558596
884	0.02074409861
885	0.02070426372
886	0.02068760854
887	0.02067038376
888	0.02066344697
889	0.0206460242
890	0.02062878381
891	0.02062185838
892	0.02060495626
893	0.02056191895
894	0.02052607084
895	0.02049870514
896	0.02045440447
897	0.02042676693
898	0.02039855461
899	0.02035384964
900	0.0203233653
901	0.02031507108
902	0.0203093089
903	0.02026928225
904	0.02025171314
905	0.02022757591
906	0.02019954927
907	0.02015198572
908	0.02011810816
909	0.02011128179
910	0.02007764632
911	0.02005108068
912	0.02002292221
913	0.02001740883
914	0.01995067268
915	0.01994247796
916	0.0199304044
917	0.01989364296
918	0.01988973517
919	0.01987796478
920	0.01985652863
921	0.01984169538
922	0.01980704149
923	0.01979128622
924	0.01976378632
925	0.01974847242
926	0.01973490747
927	0.01972238409
928	0.01969015183
929	0.01968194675
930	0.01965154362
931	0.01964176767
932	0.01962600904
933	0.01955422821
934	0.01954049861
935	0.01951373973
936	0.01950444772
937	0.01949814178
938	0.01946774076
939	0.01944674231
940	0.01943916955
941	0.0194285046
942	0.01942411043
943	0.01941029174
944	0.01940101032
945	0.0193538432
946	0.01934044819
947	0.01932297628
948	0.01929053819
949	0.01926215161
950	0.01925344741
951	0.01924543624
952	0.01921452482
953	0.01919462707
954	0.01917704693
955	0.01916496035
956	0.01915493411
957	0.01913095417
958	0.01911891619
959	0.01908793409
960	0.01904453031
961	0.01904024163
962	0.01900100546
963	0.01897482589
964	0.01897089357
965	0.01895846387
966	0.01895333802
967	0.0189251754
968	0.01889662519
969	0.01888916961
970	0.01882225362
971	0.01879192722
972	0.01875575891
973	0.01871804713
974	0.01869489934
975	0.01865294315
976	0.01863849429
977	0.01862405766
978	0.01860876821
979	0.01859226564
980	0.01856988479
981	0.01855926122
982	0.01851732628
983	0.01850499439
984	0.01844560357
985	0.0184251801
986	0.01840853364
987	0.01840741022
988	0.01840221223
989	0.01837960843
990	0.01837306878
991	0.01833752022
992	0.01831595306
993	0.01828749461
994	0.01827293387
995	0.01825991125
996	0.01822606069
997	0.0182043396
998	0.01819084439
999	0.0181786975
